1009,1009,6655,,5745,0,-9,-1,-4,0,-9,-2,0,0,-4,0,0,0,0
Metal Fry Pan Small,CSTE_O0292_OT_MetalFryPan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Puppy Bobble Head,CSTE_O0293_OT_PuppyBobbleHead,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Light,CSTE_O0294_OT_StarLight,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart Light,CSTE_O0295_OT_HeartLight,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Light,CSTE_O0296_OT_DiyaLight,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Box,CSTE_O0297_OT_SweetBox,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coin Pouch,CSTE_O0298_OT_CoinPouch,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somny Mug,CSTE_O0299_OT_SomnyMug,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flying Ball,CSTE_O0300_OT_FlyingBox,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donut Mug,CSTE_O0301_OT_DonutMug,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D White Cloud Mug,CSTE_O0302_OT_WhiteCloudMug3d,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panda Mug,CSTE_O0303_OT_PandaMug,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somny Red Milk Mug,CSTE_O0304_OT_SomnyMilkMug,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unicorn Mug,CSTE_O0305_OT_UnicornMug,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unicorn Planttable Dairy Pink,CSTE_O0306_OT_UnicornPlantableDiary_Pink,88,,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unicorn Plantable Dairy Black,CSTE_O0307_OT_UnicornPlantableDiary_Black,113,,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satoshi Plantable Dairy Black,CSTE_O0308_OT_SatoshiPlantableDiary_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crypto Plantable Dairy,CSTE_O0309_OT_CryptoPlantableDiary,8,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neon Light,CSTE_O0310_OT_NeonLight,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar Ganesha Gold,CSTE_O0311_OT_SolarGanesha_Gold,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar Ganesha Skin Small,CSTE_O0312_OT_SolarGaneshaSkin_Small,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar Ganesha Skin Big,CSTE_O0313_OT_GaneshaSolarSkin_Big,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly Black mask,CSTE_O0314_OT_Butterflymask_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black appel watch,CSTE_O0315_OT_appelwatch_Black,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pink squre watch,CSTE_O0316_OT_Squrewatch_Pink,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink circle watch,CSTE_O0317_OT_Circlewatch_Pink,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black circle watch,CSTE_O0318_OT_circlewatch_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi color Cloth watch,CSTE_O0319_OT_Clotheswatch_Multicolor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Square Watch,CSTE_O0320_OT_Square Watch_Black,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grey Square watches,CSTE_O0321_OT_Square watches_Grey,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puppy Cream color,CSTE_O0322_OT_Puppy_Cream,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown and White cat,CSTE_O0323_OT_Cat_Brownwhite,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Doll,CSTE_O0324_OT_Doll_White,3,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pikachu,CSTE_O0325_OT_Pikachu_,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raichu blue,CSTE_O0326_OT_Raichu_Blue,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fur Penguin,CSTE_O0327_OT_FurPenguin_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bird Pillow Grey,CSTE_O0328_OT_BirdPillow_Grey,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost White,CSTE_O0329_OT_Ghost_White,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost black,CSTE_O0330_OT_Ghost_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green soft toy,CSTE_O0331_OT_Green soft toy_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big head cat Yellow,CSTE_O0332_OT_Bighead_Yellow,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small head cat yellow,CSTE_O0333_OT_SmallHead_Orange,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chimmy Pencil Pouch,CSTE_O0334_OT_ChimmyPencilPouch_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepa Pig Family set,CSTE_O0335_OT_PepapigFamily_,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big hand pink black,CSTE_O0336_OT_BigHand_blackpink,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Pad,CSTE_O0337_OT_Teapad_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car Toons Pencil set,CSTE_O0338_OT_Cartoons_pencil_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color pencil set,CSTE_O0339_OT_ColorPencil_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unicorn Spoon Set,CSTE_O0340_OT_Unicornspoonset_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USB Transparent Lamp,CSTE_O0341_OT_USBTransparentlamp_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artificial Tree,CSTE_O0342_OT_ArtificialTree_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microscope,CSTE_O0343_OT_Microscope_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cap Black,CSTE_O0344_OT_Cap_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cap Grey,CSTE_O0345_OT_Cap_Grey,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaporiser,CSTE_O0346_OT_Vaporiser_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van pencil pouch,CSTE_O0347_OT_VanPencilPouch_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tata Pencil Pouch,CSTE_O0348_OT_TataPencilPouch_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooky Pencil Pouch,CSTE_O0349_OT_CookyPencilPouch_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koya Pencil Pouch ,CSTE_O0350_OT_KoyaPencilPouch_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bts Rubber Cooky Key Chain,CSTE_O0351_OT_BtsCookyKeychainRubber_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bts Rubber koya Key Chain,CSTE_O0352_OT_BtsKoyaKeychainRubber_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Square Watches Combo Black Pink,CSTE_O0353_OT_SquareWatchesCombo_BlackPink,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 LeatherBelt Black,CSTE_O0354_OT_ LeatherBelt_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlowStick Glasses,CSTE_O0355_OT_GlowStick_Glasses,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WaterSensor Diya,CSTE_O0356_OT_WaterSensor_Diya,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 BTS Pillow Cover,CSTE_O0357_OT_Pillow_Cover_BTS,34,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IronMan Bobblehead,CSTE_O0358_OT_IronMan_Bobblehead,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaptainAmerica Booblehead,CSTE_O0359_OT_CaptainAmerica _Bobblehead,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarryPotter Pocket_Watch,CSTE_O0360_OT_HarryPotter_Pocket_Watch,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarryPotter Stickers,CSTE_O0361_OT_HarryPotter_Stickers,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarryPotter Scarf,CSTE_O0362_OT_HarryPotter_Scarf,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter Logo 3d Lamp,CSTE_O0363_OT_HarryPotter_Logo_3d_Lamp,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry potter Snitch Ball 3d lamp,CSTE_O0364_OT_HarryPotter_SnitchBall_3d_Lamp,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Birthday 3d Lamp,CSTE_O0365_OT_HappyBirthday_3d_Lamp,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DragonBall Slipper,CSTE_O0366_OT_DragonBall_Slipper,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belt With Hp Sunglass,CSTE_O0367_OT_Belt_Sunglass_Combo,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj Eye Mask,CSTE_O0368_OT_Rj_Eye Mask,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chopping board,CSTE_O0369_OT_Chopping_board,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clip Light,CSTE_O0370_OT_Clip _Light,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shooky pencil pouch,CSTE_O0371_OT_ShookyPencilPouch_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly Sling Bag,CSTE_O0372_OT_Butterfly _ Sling_Bag,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gitter Sling Bag,CSTE_O0373_OT_Gitter _ Sling_Bag,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princess Crown,CSTE_O0374_OT_Princess _CrownWand,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princess Wand,CSTE_O0375_OT_Princess _Wand,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makeup Brushes Set ,CSTE_O0376_OT_Makeup_Brushes_Set,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tools Set,CSTE_O0377_OT_Tools_Set_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dancing Cactus,CSTE_O0378_OT_Dancing_Cactus_,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naruto Action Figure Set,CSTE_O0379_OT_Naruto_ ActionFigure_Set,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peppa pig spoon set,CSTE_O0380_OT_PepaPig_Spoon_set,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goku keychain,CSTE_O0381_OT_Goku _keychain,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OrangeBlack Bts Diary,CSTE_O0382_OT_OrangeBlack_Bts_Diary,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS21 Multicolour Diary,CSTE_O0383_OT_BTS21 _Multicolour_Diary,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sling Bag Bear,CSTE_O0383_OT_Sling_Bag_Bear,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie Doll ,CSTE_O0384_OT_Barbie_Doll,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie Cell phone,CSTE_O0385_OT_Barbie _Cell Phone,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candle Holder Deer,CSTE_O0386_OT_Candle_Holder_Deer,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holi T-Shirt ,CSTE_O0387_OT_Holi_Tshirt,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holi Gulal Rang,CSTE_O0388_OT_Holi_Gulal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holi Colour Fog,CSTE_O0389_OT_Holi_Colour_Fog,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toiletry Travel Bottle,CSTE_O0390_OT_Toiletry_Bottles,35,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlowerPink Sunglass Case,CSTE_O0391_OT_SG_Case_FlowerPink,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlowerBlue Sunglass Case,CSTE_O0392_OT_SG_Case_FlowerBlue,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HeartBlack Sunglass Case,CSTE_O0393_OT_SG_Case_HeartBlack,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HeartPink Sunglass Case,CSTE_O0394_OT_SG_Case_HeartPink,4,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BunnyPink Sunglass Case,CSTE_O0395_OT_SG_Case_BunnyPink,1,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BunnyWhite Sunglass Case,CSTE_O0396_OT_SG_Case_BunnyWhite,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goggle Black Sunglass Case,CSTE_O0397_OT_SG_Case_GoggleBlack,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circle pink Sunglass Case,CSTE_O0398_OT_SG_Case_CirclePink,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horn Black Sunglass Case,CSTE_O0399_OT_SG_Case_HornBlack,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wink Cat Keyholder pink,CSTE_O0400_OT_KeyHolder_WinkCat_Pink,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wink Cat Keyholder purple,CSTE_O0401_OT_KeyHolder_WinkCat_Purple,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wink Cat Keyholder Black,CSTE_O0402_OT_KeyHolder_WinkCat_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wink Cat Keyholder Cream,CSTE_O0403_OT_KeyHolder_WinkCat_Cream,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wink Cat Keyholder White,CSTE_O0404_OT_KeyHolder_WinkCat_White,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wink Cat Keyholder Green,CSTE_O0405_OT_KeyHolder_WinkCat_Green,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat KeyHolder Blue,CSTE_O0406_OT_KeyHolder_Cat_Blue,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat KeyHolder Pink,CSTE_O0407_OT_KeyHolder_Cat_Pink,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat KeyHolder Green,CSTE_O0408_OT_KeyHolder_Cat_Green,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat KeyHolder White,CSTE_O0409_OT_KeyHolder_Cat_White,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunglass Orgnizer Brown,CSTE_O0410_OT_SG_Orgnizer_Brown,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunglass Orgnizer Black,CSTE_O0411_OT_SG_Orgnizer_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on Moon Lamp,CSTE_O0412_OT_Lamp_Man_On_Moon,8,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dolphin Lamp,CSTE_O0413_OT_Lamp_Dolphin,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolphin Cloud Lamp,CSTE_O0414_OT_Lamp_Dolphin_Cloud,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unicorn Geometry Box,CSTE_O0415_OT_Unicorn_Geometry_Box,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rain cards,CSTE_O0416_OT_Rain_Cards,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunny lamp,CSTE_O0417_OT_Bunny_Lamp,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts Chimmy,CSTE_O0418_OT_Standing_Doll_Chimmy,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts Tata,CSTE_O0419_OT_Standing_Doll_Tata,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts koya,CSTE_O0420_OT_Standing_Doll_Koya,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts Mang,CSTE_O0421_OT_Standing_Doll_Mang,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts Shooky,CSTE_O0422_OT_Standing_Doll_Shooky,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts Van,CSTE_O0423_OT_Standing_Doll_Van,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts Cooky,CSTE_O0424_OT_Standing_Doll_Cooky,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Doll Bts Rj,CSTE_O0425_OT_Standing_Doll_Rj,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emoji Pillow,CSTE_O0426_OT_Emoji_Pillow,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chimmy Soft keychain,CSTE_O0427_OT_Soft_Keychain_Chimmy,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tata Soft keychain,CSTE_O0428_OT_Soft_Keychain_Tata,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koya Soft keychain,CSTE_O0429_OT_Soft_Keychain_Koya,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mang Soft keychain,CSTE_O0430_OT_Soft_Keychain_Mang,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shooky Soft keychain,CSTE_O0431_OT_Soft_Keychain_Shooky,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Soft keychain,CSTE_O0432_OT_Soft_Keychain_Van,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooky Soft keychain,CSTE_O0433_OT_Soft_Keychain_Cooky,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj Soft keychain,CSTE_O0434_OT_Soft_Keychain_Rj,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Teddy White,CSTE_O0435_OT_Teddy_Small_white,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinasour Soft toy,CSTE_O0436_OT_Dinasour_Soft_toy,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duck Soft toy,CSTE_O0437_OT_Duck_Soft_toy,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellokitty Bag,CSTE_O0438_OT_Hellokitty_Bag,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunny Sling Bag,CSTE_O0439_OT_Bunny_Sling_Bag,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cushion Pink,CSTE_O0440_OT_Cushion_Pink,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spining_Wheel,CSTE_O0441_OT_Spining_Wheel_Wooden,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squeeze white,CSTE_O0442_OT_Squeeze_White,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squeeze Yellow,CSTE_O0443_OT_Squeeze_Yellow,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squeeze Purple,CSTE_O0444_OT_Squeeze_Purple,0,,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber Glue Sand Monkey,CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber Glue Sand Pig,CSTE_O0446_OT_Glue_Sand_Rubber_Pig,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clip Rope,CSTE_AMZ001_OT_Clip_Rope,20,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nylon Rope,CSTE_AMZ002_OT_Rope_Nylon,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoes Wipe,CSTE_AMZ003_OT_Shoes_Wipe_Black,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hair Remover Stone,CSTE_AMZ004_OT_Hair_Remover_Stone,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airtight Container 700ml,CSTE_AMZ005_OT_Airtight_Container_700ml,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airtight Container 1100ml,CSTE_AMZ006_OT_Airtight_Container_1100ml,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illusion mat Black & White Small,Caaju_home_DS_3DCarpet_B&W,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foldable Shoe Rack,Caaju_home_DS_Foldable_ShoeRack,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamboo Socks Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,91,,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K9 Microphone,XEXY_0002_Accs_Electronics_Mic_K9,69,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15 Microphone,XEXY_0003_Accs_Electronics_Mic_K15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USB Hub Adaptor,XEXY_0004_Accs_Electronics_USB_Hub,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripod K31,XEXY_0005_Accs_Electronics_Tripod_K31,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning OTG Adapter,XEXY_0006_Accs_Electronics_OTG_Adapter,47,,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breathing Otter Grey,CSTE_0549_ST_Animal_Breathing_Otter_Grey,14,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangaroo plush toy,CSTE_O0447_OT_Kangaroo_Plush,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0